group_name	nce	contrast_angle
Oxidation	32.117066	0.796100
Unmodified	32.648718	0.918925
mixed	31.250972	0.743212
mixed	31.758189	0.802019
Unmodified	34.999999	0.625409
Unmodified	31.659970	0.942713
TMT6plex	34.177458	0.903762
Unmodified	32.375705	0.958606
TMT6plex	34.999999	0.675515
Oxidation	32.867721	0.792107
TMT6plex	31.175259	0.920002
GlyGly (Ub)	32.594097	0.944323
Unmodified	33.247700	0.800544
Unmodified	33.074218	0.578418
Unmodified	32.394418	0.635497
Unmodified	32.087749	0.890893
Oxidation	34.999999	0.865207
TMT6plex	32.498837	0.774691
Unmodified	33.143955	0.892206
Oxidation	34.999999	0.863208
Unmodified	34.999999	0.795198
TMT6plex	34.999999	0.459982
Unmodified	32.525530	0.923170
Unmodified	32.148981	0.804170
TMT6plex	32.128289	0.936998
Unmodified	32.097942	0.891816
TMT6plex	34.999999	0.934203
Unmodified	34.999999	0.824531
Oxidation	30.244666	0.515515
mixed	34.999999	0.662274
mixed	34.999999	0.765593
Unmodified	31.441352	0.832727
Unmodified	31.379592	0.934510
Unmodified	32.972699	0.901426
TMT6plex	31.999603	0.625262
Unmodified	34.999999	0.930836
Unmodified	34.999999	0.890309
Unmodified	32.414412	0.654329
TMT6plex	32.563737	0.661586
Unmodified	32.269484	0.901237
TMT6plex	32.495183	0.577889
Unmodified	32.232097	0.809330
Unmodified	31.702515	0.862739
Oxidation	33.383578	0.562317
Unmodified	33.300024	0.834862
TMT6plex	33.924279	0.884928
Unmodified	32.651347	0.817891
TMT6plex	32.666942	0.834818
Oxidation	34.999999	0.894185
Unmodified	34.999999	0.850146
TMT6plex	41.843411	0.760275
Oxidation	32.025096	0.870358
Unmodified	31.880456	0.968538
Methyl	28.351778	0.563512
Phospho	34.999999	0.913241
Unmodified	32.646886	0.746431
TMT6plex	33.878708	0.891375
Oxidation	33.795211	0.848722
mixed	32.313493	0.913243
Unmodified	31.948853	0.906231
Oxidation	33.338121	0.878861
Oxidation	34.999999	0.828518
Unmodified	34.999999	0.715460
GlyGly (Ub)	32.502404	0.754207
Unmodified	32.226294	0.905945
Unmodified	31.673133	0.806785
Unmodified	32.644516	0.724127
TMT6plex	31.367651	0.861495
TMT6plex	34.489372	0.567891
Unmodified	31.361482	0.923463
Unmodified	31.612492	0.880226
mixed	34.595233	0.899153
Unmodified	32.734627	0.947951
TMT6plex	33.739769	0.735134
Phospho	34.999999	0.916450
Unmodified	31.774005	0.879215
TMT6plex	34.999999	0.829779
Unmodified	31.642035	0.903089
TMT6plex	34.999999	0.666699
GlyGly (Ub)	32.364526	0.647742
GlyGly (Ub)	31.903130	0.937693
Acetyl	34.999999	0.742580
Unmodified	34.999999	0.910138
Unmodified	32.643285	0.906721
TMT6plex	33.533975	0.926707
Phospho	32.118753	0.838693
mixed	31.666201	0.779424
TMT6plex	33.704185	0.518068
GlyGly (Ub)	32.283914	0.810932
Acetyl	31.090894	0.920883
TMT6plex	32.229730	0.903666
Unmodified	33.646598	0.729174
TMT6plex	32.780102	0.879341
Unmodified	33.611640	0.899974
Unmodified	32.344145	0.705170
mixed	32.949907	0.724991
TMT6plex	32.642141	0.966168
Oxidation	31.952336	0.536245
TMT6plex	32.296708	0.917426
TMT6plex	32.206500	0.834020
TMT6plex	32.353613	0.892709
mixed	33.822435	0.858467
Unmodified	31.369257	0.951945
Unmodified	32.519463	0.829728
TMT6plex	31.872103	0.708463
Unmodified	32.648718	0.945328
Unmodified	31.138146	0.776748
TMT6plex	31.607136	0.912438
mixed	34.999999	0.768645
Unmodified	34.999999	0.899459
Unmodified	31.379592	0.933859
Unmodified	31.603101	0.914460
Unmodified	31.608814	0.913633
TMT6plex	34.999999	0.293968
Unmodified	31.707072	0.960479
Oxidation	32.426238	0.851256
Unmodified	32.806534	0.791330
Unmodified	34.999999	0.864203
Unmodified	32.570302	0.872109
TMT6plex	32.764733	0.940631
Unmodified	33.979911	0.941850
Oxidation	32.473603	0.921345
Unmodified	32.109469	0.936854
Unmodified	32.381985	0.831756
Phospho	31.474400	0.682748
Unmodified	32.869509	0.874444
TMT6plex	34.999999	0.724434
Unmodified	32.566270	0.970905
Unmodified	32.660896	0.870885
TMT6plex	34.999999	0.829507
Oxidation	33.617264	0.861234
Unmodified	32.583708	0.943586
Unmodified	32.954213	0.856294
GlyGly (Ub)	31.825975	0.831664
Unmodified	31.421295	0.965994
Unmodified	32.252648	0.863100
mixed	33.423942	0.875259
Acetyl	33.152649	0.840275
TMT6plex	34.238186	0.898297
Phospho	31.147832	0.898301
Unmodified	32.689556	0.899972
mixed	34.999999	0.648001
TMT6plex	34.999999	0.838969
TMT6plex	32.255626	0.883305
Acetyl	34.999999	0.880876
Unmodified	33.590549	0.845012
Unmodified	34.999999	0.921779
Unmodified	32.838148	0.949583
TMT6plex	33.431175	0.791369
TMT6plex	31.131488	0.860615
mixed	34.999999	0.899693
mixed	32.961670	0.848254
Unmodified	32.423359	0.869045
TMT6plex	31.213719	0.495651
Methyl	34.999999	0.798936
GlyGly (Ub)	32.165512	0.928608
TMT6plex	33.176139	0.647032
Deamidation	34.999999	0.693106
Unmodified	32.100698	0.901238
Unmodified	31.927145	0.859156
TMT6plex	32.652012	0.677279
Acetyl	31.184399	0.903206
mixed	41.537017	0.721884
mixed	29.540873	0.873234
Unmodified	30.348951	0.612730
Unmodified	34.245208	0.658986
TMT6plex	33.514962	0.794479
Phospho	32.147637	0.749666
Unmodified	32.326519	0.859045
Unmodified	31.707072	0.804174
Unmodified	32.813540	0.808882
Phospho	34.999999	0.838291
Unmodified	32.738432	0.822755
TMT6plex	33.340454	0.804769
Unmodified	32.845008	0.873539
Unmodified	31.130588	0.631276
Unmodified	31.813863	0.789045
TMT6plex	26.358026	0.681218
Unmodified	32.171839	0.865550
Unmodified	34.999999	0.849454
Unmodified	31.853884	0.969037
Unmodified	31.834912	0.837157
Unmodified	32.385385	0.929598
Unmodified	34.999999	0.811143
Oxidation	32.372019	0.896034
Unmodified	32.459375	0.906507
Unmodified	32.581413	0.955471
Oxidation	32.248676	0.788361
GlyGly (Ub)	31.359366	0.723224
Unmodified	34.419256	0.868002
Unmodified	32.295397	0.807562
Unmodified	34.191510	0.784750
Unmodified	32.566145	0.973679
Phospho	34.999999	0.849693
GlyGly (Ub)	31.962648	0.919503
TMT6plex	32.392466	0.921153
mixed	32.474789	0.762586
Unmodified	31.573492	0.596884
Oxidation	31.523663	0.853042
Phospho	34.999999	0.848733
GlyGly (Ub)	31.903130	0.852401
Unmodified	33.719745	0.926973
Unmodified	31.344724	0.921609
Oxidation	31.556687	0.888825
mixed	34.999999	0.858899
Unmodified	32.699102	0.804607
Phospho	34.999999	0.812355
Oxidation	32.542738	0.885640
Unmodified	33.107874	0.909803
TMT6plex	32.735702	0.906896
Acetyl	34.999999	0.989516
TMT6plex	34.999999	0.678097
mixed	33.929673	0.814692
Unmodified	34.999999	0.965380
Unmodified	32.101014	0.742946
Oxidation	32.288578	0.851668
Unmodified	31.480899	0.963029
Phospho	31.366217	0.815217
Unmodified	33.326924	0.844774
Phospho	32.016310	0.944032
mixed	32.961944	0.843936
mixed	33.567044	0.926333
Unmodified	33.617264	0.831133
Unmodified	34.999999	0.893081
Unmodified	31.994137	0.866737
Unmodified	33.352694	0.864862
Phospho	34.999999	0.617711
Unmodified	33.822921	0.880816
Unmodified	32.570302	0.636668
Unmodified	32.968357	0.930785
Unmodified	34.110701	0.724850
Unmodified	32.521227	0.866924
mixed	34.999999	0.375881
Unmodified	32.068816	0.962255
TMT6plex	31.808841	0.821725
TMT6plex	31.900695	0.910745
Methyl	31.009245	0.750684
mixed	32.569191	0.729824
Unmodified	34.999999	0.944867
Unmodified	34.999999	0.728242
Unmodified	32.430777	0.847521
TMT6plex	34.740457	0.848884
TMT6plex	31.463510	0.860176
Unmodified	32.923931	0.848107
Oxidation	33.355886	0.841199
TMT6plex	33.628821	0.831012
Unmodified	34.999999	0.852483
Unmodified	31.666499	0.524606
Unmodified	34.196931	0.957751
TMT6plex	33.442360	0.871323
TMT6plex	31.367651	0.519970
TMT6plex	34.999999	0.916698
Unmodified	32.457334	0.866542
Acetyl	31.124288	0.925868
Oxidation	34.999999	0.879854
Methyl	34.999999	0.889402
Acetyl	34.999999	0.811434
Unmodified	34.999999	0.717065
TMT6plex	34.155869	0.889834
Unmodified	33.383578	0.535335
Unmodified	34.999999	0.870507
Acetyl	34.999999	0.820870
Unmodified	34.999999	0.851733
TMT6plex	25.981042	0.860230
GlyGly (Ub)	31.903130	0.924500
Unmodified	31.273836	0.953403
Unmodified	34.999999	0.742153
mixed	34.999999	0.719144
Unmodified	31.453660	0.846139
Unmodified	34.615135	0.588648
Unmodified	32.232666	0.898574
Acetyl	31.135187	0.901052
TMT6plex	34.999999	0.695546
TMT6plex	34.999999	0.416750
TMT6plex	34.999999	0.764903
Unmodified	32.673031	0.896146
Oxidation	32.238755	0.944461
Unmodified	32.572824	0.934922
Phospho	34.999999	0.915561
Unmodified	31.620491	0.880231
Unmodified	32.784742	0.861362
mixed	34.099203	0.791209
Acetyl	34.999999	0.920580
Phospho	34.999999	0.822204
Acetyl	34.999999	0.741539
Unmodified	31.467578	0.908396
Oxidation	31.344819	0.931950
Unmodified	34.133744	0.648682
Acetyl	29.253665	0.869792
Unmodified	31.825829	0.795235
Methyl	34.999999	0.676682
Acetyl	34.999999	0.877995
Acetyl	31.124339	0.953168
GlyGly (Ub)	31.359366	0.884463
Oxidation	32.685608	0.787052
TMT6plex	32.326168	0.711713
Unmodified	34.171340	0.801880
TMT6plex	31.298384	0.690855
Unmodified	31.376001	0.872911
TMT6plex	32.187423	0.954689
mixed	31.959701	0.637057
mixed	34.999999	0.729356
TMT6plex	34.999999	0.705584
TMT6plex	32.735702	0.725869
TMT6plex	32.466337	0.824429
TMT6plex	32.854551	0.817193
TMT6plex	34.999999	0.892880
Unmodified	34.171340	0.688045
TMT6plex	34.635669	0.807206
TMT6plex	31.237587	0.712850
GlyGly (Ub)	32.249153	0.638427
GlyGly (Ub)	31.501031	0.929474
Unmodified	34.674352	0.678851
Unmodified	33.686575	0.626720
TMT6plex	34.999999	0.688581
Unmodified	31.920663	0.942947
TMT6plex	31.347933	0.567683
Oxidation	32.902652	0.826314
Unmodified	31.628028	0.486339
Unmodified	30.557832	0.861999
Unmodified	28.840891	0.782292
Unmodified	34.999999	0.955170
Unmodified	29.844970	0.936690
TMT6plex	32.675985	0.935798
mixed	34.999999	0.833345
TMT6plex	31.431782	0.910078
TMT6plex	31.989387	0.949496
Unmodified	31.595039	0.879492
Unmodified	32.450831	0.919104
TMT6plex	32.652012	0.905267
Phospho	32.247707	0.928836
GlyGly (Ub)	31.943309	0.892726
Unmodified	33.347207	0.806195
Acetyl	31.124288	0.911302
Phospho	34.999999	0.793679
TMT6plex	31.359959	0.901122
TMT6plex	33.552638	0.917180
TMT6plex	33.700967	0.852707
Acetyl	31.124339	0.946422
Unmodified	32.249957	0.727414
TMT6plex	32.313493	0.942091
TMT6plex	34.140253	0.646330
Phospho	34.999999	0.965099
Unmodified	34.999999	0.960443
Unmodified	32.326066	0.842074
Oxidation	33.616909	0.866903
Oxidation	33.276019	0.912468
mixed	31.098166	0.734966
Unmodified	34.295037	0.817607
Unmodified	33.927998	0.938672
Unmodified	30.275613	0.592930
Oxidation	34.999999	0.028843
TMT6plex	32.761922	0.429578
Unmodified	32.581413	0.835438
Unmodified	32.466233	0.780417
TMT6plex	31.437248	0.942569
Phospho	34.999999	0.635959
Unmodified	34.999999	0.799958
Unmodified	32.530025	0.974943
Unmodified	32.485875	0.884291
TMT6plex	32.502174	0.877889
TMT6plex	32.523698	0.770513
mixed	33.104539	0.905322
Unmodified	34.999999	0.897586
Unmodified	34.133744	0.346617
Unmodified	33.240527	0.914104
Oxidation	34.999999	0.246840
Unmodified	33.133531	0.892804
TMT6plex	32.005653	0.871904
Unmodified	33.170828	0.861002
Unmodified	32.500571	0.954922
TMT6plex	31.157586	0.787267
TMT6plex	32.439572	0.649002
Unmodified	34.999999	0.670313
TMT6plex	31.201038	0.610695
Unmodified	32.665223	0.902902
Unmodified	32.407546	0.826728
Unmodified	32.986981	0.903111
Oxidation	31.677243	0.669001
Unmodified	33.865228	0.880796
mixed	34.999999	0.390633
TMT6plex	37.484968	0.535312
mixed	31.024161	0.766456
Unmodified	34.999999	0.090052
GlyGly (Ub)	32.046151	0.864460
Unmodified	32.289508	0.928711
Phospho	34.999999	0.679677
mixed	33.913684	0.950216
TMT6plex	33.970168	0.459602
mixed	34.999999	0.269517
mixed	32.736978	0.932481
Unmodified	31.349728	0.943338
Unmodified	32.526341	0.929966
Oxidation	34.295037	0.900651
Unmodified	31.164253	0.956879
TMT6plex	34.999999	0.877859
TMT6plex	34.999999	0.535713
TMT6plex	33.409256	0.791764
Unmodified	32.392740	0.889238
mixed	32.794473	0.630569
Unmodified	33.107874	0.935237
Acetyl	34.999999	0.942584
TMT6plex	34.999999	0.778983
Acetyl	31.370875	0.889167
Phospho	34.999999	0.857266
Phospho	34.999999	0.948009
Oxidation	33.107874	0.744673
Oxidation	31.385866	0.597900
Unmodified	29.755890	0.950507
Phospho	34.999999	0.036679
Phospho	31.566349	0.955225
Unmodified	32.352072	0.883603
Unmodified	32.252648	0.889874
TMT6plex	34.999999	0.860694
Oxidation	31.453660	0.727900
Unmodified	33.153665	0.937124
TMT6plex	34.999999	0.829542
Unmodified	34.999999	0.899321
Oxidation	32.375705	0.932847
Unmodified	33.190069	0.611083
Unmodified	32.961547	0.798171
TMT6plex	32.264993	0.914339
GlyGly (Ub)	32.062122	0.670753
Unmodified	34.999999	0.564603
TMT6plex	31.862932	0.769916
Oxidation	33.052668	0.955515
Phospho	34.999999	0.873515
Acetyl	33.265600	0.962774
mixed	34.385824	0.802531
Unmodified	31.927589	0.830078
TMT6plex	33.874056	0.615230
Unmodified	32.505691	0.949231
TMT6plex	33.070040	0.502825
Unmodified	32.742018	0.952336
Phospho	34.999999	0.776882
TMT6plex	34.999999	0.716403
Unmodified	34.999999	0.755586
Unmodified	32.610592	0.931608
Unmodified	32.902652	0.895564
Unmodified	33.173326	0.906298
mixed	34.480909	0.794443
Unmodified	33.001137	0.909350
Oxidation	32.904434	0.849767
Unmodified	34.999999	0.598459
Unmodified	35.002801	0.378372
Phospho	32.055572	0.916250
mixed	34.907442	0.907394
Phospho	31.147832	0.891779
Unmodified	31.841728	0.898760
Acetyl	31.371754	0.801908
Unmodified	34.999999	0.697122
Phospho	34.999999	0.842706
Unmodified	33.955252	0.781039
Unmodified	31.679577	0.962699
Oxidation	34.999999	0.709013
Unmodified	32.280219	0.939870
Unmodified	34.999999	0.803424
Oxidation	30.342385	0.813175
GlyGly (Ub)	32.165512	0.800271
Oxidation	32.442889	0.778440
GlyGly (Ub)	34.999999	0.900082
Oxidation	32.252648	0.908373
Phospho	31.013268	0.944895
Unmodified	31.729886	0.920202
Phospho	33.929673	0.632341
TMT6plex	34.999999	0.960194
Unmodified	32.473996	0.938002
Pyro-Glu	32.513425	0.806366
Unmodified	32.474053	0.838986
Unmodified	33.702242	0.843451
TMT6plex	34.635669	0.877960
Unmodified	33.089161	0.951973
Unmodified	33.375743	0.856891
Unmodified	31.920114	0.942982
HexNAc	34.999999	0.503524
Acetyl	34.999999	0.908723
GlyGly (Ub)	32.222474	0.907185
Methyl	34.999999	0.944883
Unmodified	34.999999	0.482927
GlyGly (Ub)	31.993058	0.951307
Unmodified	33.332440	0.949666
Phospho	34.999999	0.630324
Acetyl	34.999999	0.821121
TMT6plex	34.999999	0.632210
Oxidation	32.083794	0.962416
TMT6plex	34.999999	0.744095
TMT6plex	31.351972	0.672043
mixed	34.436366	0.842567
Unmodified	32.423577	0.943013
Unmodified	33.007959	0.946832
Oxidation	31.665486	0.736618
TMT6plex	33.307797	0.897884
TMT6plex	33.924454	0.770234
Unmodified	33.626741	0.824963
TMT6plex	33.290526	0.848005
Unmodified	32.383770	0.922693
Unmodified	31.829730	0.923344
Oxidation	32.687995	0.910160
Unmodified	34.999999	0.891760
GlyGly (Ub)	34.999999	0.821211
GlyGly (Ub)	34.999999	0.713839
GlyGly (Ub)	34.999999	0.846632
Unmodified	32.902652	0.906307
Acetyl	31.073666	0.839460
Unmodified	31.597260	0.864943
Unmodified	33.235177	0.596628
TMT6plex	40.447363	0.918247
mixed	32.333302	0.750643
Methyl	34.999999	0.936836
GlyGly (Ub)	32.041493	0.927161
Unmodified	32.485875	0.874148
TMT6plex	34.999999	0.616637
Unmodified	31.813863	0.822175
Acetyl	31.120557	0.908253
mixed	32.313493	0.935165
Unmodified	33.098421	0.938099
Acetyl	31.090117	0.873344
mixed	34.340182	0.827755
TMT6plex	32.413846	0.817813
Unmodified	34.999999	0.869248
Unmodified	32.134911	0.815391
TMT6plex	26.594990	0.824404
TMT6plex	34.999999	0.645730
TMT6plex	34.999999	0.736994
Unmodified	33.326751	0.557209
TMT6plex	33.869329	0.884675
TMT6plex	32.574564	0.930004
Phospho	34.999999	0.871243
Unmodified	32.389536	0.959330
Methyl	34.999999	0.678080
Unmodified	31.667638	0.967600
Acetyl	31.486002	0.932191
Phospho	34.999999	0.643874
Unmodified	34.999999	0.915962
Unmodified	33.822921	0.879729
Unmodified	33.784628	0.859404
TMT6plex	31.306836	0.868144
TMT6plex	33.703944	0.763457
Unmodified	33.900946	0.855292
mixed	33.096135	0.970836
TMT6plex	32.052723	0.838589
Unmodified	31.700104	0.571885
TMT6plex	33.735043	0.675481
TMT6plex	32.032910	0.869871
TMT6plex	32.644680	0.892940
GlyGly (Ub)	32.391590	0.784323
Unmodified	31.836540	0.922526
mixed	32.336396	0.807484
mixed	34.775466	0.886530
Acetyl	34.999999	0.691804
TMT6plex	26.246130	0.928022
Oxidation	34.602004	0.785434
Unmodified	33.129627	0.940651
Unmodified	31.841686	0.916566
Unmodified	33.973360	0.884648
Unmodified	32.378396	0.783074
Unmodified	32.265013	0.880340
TMT6plex	32.483995	0.597702
Phospho	31.911486	0.809350
TMT6plex	32.182673	0.920794
TMT6plex	34.999999	0.898323
Oxidation	33.113965	0.869745
TMT6plex	32.820815	0.802919
Unmodified	33.625284	0.745123
Unmodified	33.129627	0.842412
Unmodified	32.242545	0.868652
Unmodified	31.305042	0.759649
TMT6plex	33.606508	0.579669
Unmodified	31.725150	0.850123
Unmodified	33.859429	0.732815
mixed	32.910696	0.896451
Unmodified	32.381985	0.917469
Unmodified	32.611465	0.895304
Unmodified	33.338121	0.924746
Phospho	34.999999	0.510342
Phospho	34.999999	0.922943
Oxidation	32.926366	0.781460
Unmodified	31.744924	0.723969
TMT6plex	32.449606	0.646747
TMT6plex	32.832357	0.929792
mixed	31.959701	0.822610
Unmodified	34.999999	0.948177
Unmodified	31.256965	0.863845
Phospho	34.999999	0.873851
Unmodified	33.863977	0.910340
mixed	32.624510	0.722789
TMT6plex	32.696199	0.809695
TMT6plex	31.339610	0.419732
Unmodified	31.518897	0.899963
Acetyl	34.999999	0.533560
Oxidation	33.562624	0.852571
TMT6plex	33.204722	0.793794
Unmodified	32.447654	0.798897
Acetyl	34.999999	0.951051
Oxidation	33.088017	0.855283
Acetyl	34.999999	0.791591
mixed	31.228849	0.883962
TMT6plex	32.309002	0.890738
TMT6plex	34.999999	0.554669
Unmodified	33.365542	0.677878
TMT6plex	33.511391	0.880733
Unmodified	33.321324	0.931919
Unmodified	33.617264	0.756801
TMT6plex	33.787230	0.788348
Acetyl	32.521787	0.841858
TMT6plex	31.169245	0.738895
HexNAc	34.999999	0.499178
Unmodified	34.999999	0.844440
Unmodified	33.719745	0.564796
TMT6plex	34.999999	0.941962
Oxidation	31.921139	0.809947
TMT6plex	33.878708	0.838714
Oxidation	34.999999	0.698719
Unmodified	32.471094	0.842312
Unmodified	31.628028	0.525408
mixed	34.999999	0.780146
mixed	32.294807	0.789008
Unmodified	31.837231	0.618981
mixed	32.491627	0.701195
Unmodified	31.628028	0.692365
mixed	32.666424	0.812656
TMT6plex	33.330312	0.734891
Unmodified	32.225904	0.922955
Oxidation	31.849107	0.917643
Unmodified	31.642035	0.921565
Acetyl	31.276339	0.926241
TMT6plex	34.999999	0.693561
Phospho	34.999999	0.804426
Unmodified	33.240527	0.364134
Unmodified	34.999999	0.846278
Unmodified	34.999999	0.861421
Unmodified	31.909129	0.598877
TMT6plex	32.732272	0.868659
mixed	32.557300	0.843588
Oxidation	25.444227	0.879874
mixed	34.999999	0.296257
Unmodified	32.408795	0.925744
Phospho	31.699416	0.924652
Unmodified	33.982146	0.935439
Unmodified	31.214806	0.957644
Oxidation	34.999999	0.897419
Unmodified	32.372907	0.870549
TMT6plex	33.299181	0.463215
Methyl	34.999999	0.813858
Methyl	34.999999	0.781847
GlyGly (Ub)	31.906873	0.717981
Unmodified	31.538346	0.879943
TMT6plex	34.999999	0.894104
Unmodified	32.238755	0.919287
Unmodified	31.256965	0.861752
TMT6plex	31.899604	0.534619
Unmodified	31.908268	0.946130
Unmodified	31.883016	0.806081
TMT6plex	30.737239	0.893873
Unmodified	32.742018	0.916716
Unmodified	34.999999	0.757063
TMT6plex	34.999999	0.825527
Phospho	34.999999	0.835614
TMT6plex	34.999999	0.897032
Unmodified	33.293036	0.724976
Unmodified	34.999999	0.956090
Oxidation	31.431705	0.820415
GlyGly (Ub)	32.062122	0.849744
Unmodified	32.075977	0.963154
Unmodified	34.999999	0.925520
Unmodified	32.784742	0.847930
Unmodified	33.434862	0.790840
TMT6plex	34.999999	0.911672
TMT6plex	35.322994	0.726232
Unmodified	33.064312	0.809106
HexNAc	34.999999	0.754340
Unmodified	31.317177	0.880392
Unmodified	34.999999	0.971244
mixed	34.477383	0.696994
Unmodified	34.999999	0.412054
Unmodified	32.414103	0.935537
mixed	32.939300	0.589840
TMT6plex	34.999999	0.586823
Unmodified	33.247700	0.877165
Acetyl	31.200218	0.873578
TMT6plex	34.999999	0.855595
TMT6plex	34.999999	0.836294
Unmodified	32.954213	0.930709
TMT6plex	31.491634	0.671028
mixed	34.999999	0.579928
Unmodified	31.925640	0.874783
Unmodified	31.467578	0.883496
TMT6plex	27.203459	0.903232
TMT6plex	31.966421	0.917072
mixed	34.999999	0.598719
Unmodified	33.006793	0.851318
Unmodified	31.813863	0.872982
TMT6plex	33.970168	0.683549
Unmodified	32.566270	0.771342
Unmodified	32.961547	0.817934
Unmodified	31.896648	0.962108
Phospho	34.999999	0.558687
mixed	35.392076	0.853569
Oxidation	30.404526	0.966667
mixed	34.673083	0.832279
Unmodified	34.999999	0.733915
Unmodified	34.235021	0.830230
Unmodified	32.432023	0.867008
Unmodified	31.859243	0.861876
TMT6plex	34.999999	0.604499
TMT6plex	32.883209	0.671910
Phospho	34.999999	0.891212
Oxidation	32.171839	0.905138
TMT6plex	33.803070	0.914843
mixed	32.095429	0.669315
Oxidation	31.897530	0.658299
TMT6plex	34.232670	0.862238
Unmodified	33.167744	0.944365
TMT6plex	33.068168	0.911538
TMT6plex	31.977236	0.898188
